============ 2025-03-22 02:07:15.252 ============
P1,mico/graph,0.10067,0.001276,0.015927,0.011539,orkut/graph,1568.34,0.0013,16.0006,2.94407,livej/graph,97.5231,0.001334,1.48911,0.450348,youtube/graph,3.49192,0.001281,0.332926,0.211514,com-dblp/graph,0.014702,0.001764,0.005843,0.005222,cit-Patents/graph,0.250637,0.001233,0.062589,0.056321,
P2,mico/graph,0.183544,0.001744,0.015214,0.012008,orkut/graph,10.5905,0.001218,3.52862,2.88359,livej/graph,3.98195,0.001222,0.505189,0.428793,youtube/graph,0.465844,0.001243,0.203832,0.205921,com-dblp/graph,0.012567,0.00179,0.005459,0.005145,cit-Patents/graph,0.059447,0.001247,0.049775,0.051639,
P3,mico/graph,0.121699,0.001731,0.013762,0.011713,orkut/graph,41.8378,0.001194,3.50698,2.81899,livej/graph,4.33931,0.001226,0.497982,0.440424,youtube/graph,0.474178,0.001244,0.215584,0.206868,com-dblp/graph,0.008922,0.001233,0.005656,0.005435,cit-Patents/graph,0.066849,0.001226,0.05417,0.055381,
P4,mico/graph,0.01502,0.001205,0.004602,0.000317,orkut/graph,0.476892,0.002363,0.239328,0.018516,livej/graph,0.263708,0.000884,0.061708,0.005646,youtube/graph,0.070643,0.00118,0.028602,0.005201,com-dblp/graph,0.001512,0.00118,0.000893,0.000175,cit-Patents/graph,0.011297,0.000361,0.008036,0.001655,
P5,mico/graph,0.6002,0.00236,0.035461,0,orkut/graph,1.95605,0.00366,0.726809,0.005319,livej/graph,9.40735,0.00136,0.619693,0.002148,youtube/graph,0.139391,0.001789,0.087735,0.00253,com-dblp/graph,0.013673,0.001789,0.002605,0,cit-Patents/graph,0.013285,0.000555,0.014438,0.000752,
P6,mico/graph,4.50788,0.001723,0.572174,0.013646,orkut/graph,10671.9,0.0013,624.375,2.92993,livej/graph,359.617,0.001296,35.5133,0.474114,youtube/graph,5.12506,0.001465,0.550054,0.238037,com-dblp/graph,0.067847,0.001823,0.011842,0.005991,cit-Patents/graph,0.325172,0.001273,0.072168,0.05786
============ 2025-03-22 12:19 ============
P7,mico/graph,19.5681,0.001904,1.19826,0.013041,orkut/graph,
